region,trust_code,trust_name,date,measure,value
Midlands,RNA,The Dudley Group NHS Foundation Trust,2023-11-26,CC flu beds,0
Midlands,RL4,The Royal Wolverhampton NHS Trust,2023-11-26,CC flu beds,0
Midlands,RXW,The Shrewsbury and Telford Hospital NHS Trust,2023-11-26,CC flu beds,0
Midlands,RWD,United Lincolnshire Hospitals NHS Trust,2023-11-26,CC flu beds,0
Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,2023-11-26,CC flu beds,3
Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,2023-11-26,CC flu beds,0
Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,2023-11-26,CC flu beds,0
Midlands,RWE,University Hospitals of Leicester NHS Trust,2023-11-26,CC flu beds,1
Midlands,RJE,University Hospitals of North Midlands NHS Trust,2023-11-26,CC flu beds,1
Midlands,RBK,Walsall Healthcare NHS Trust,2023-11-26,CC flu beds,0
Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,2023-11-26,CC flu beds,0
Midlands,RLQ,Wye Valley NHS Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RCF,Airedale NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RFF,Barnsley Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RAE,Bradford Teaching Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RWY,Calderdale and Huddersfield NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RXP,County Durham and Darlington NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RR7,Gateshead Health NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RCD,Harrogate and District NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RWA,Hull University Teaching Hospitals NHS Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RNN,North Cumbria Integrated Care NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RCU,Sheffield Children's NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,1
North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,R0B,South Tyneside and Sunderland NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RFR,The Rotherham NHS Foundation Trust,2023-11-26,CC flu beds,0
North East and Yorkshire,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RBS,Alder Hey Children's NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RMC,Bolton NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RJR,Countess of Chester Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RJN,East Cheshire NHS Trust,2023-11-26,CC flu beds,0
North West,RXR,East Lancashire Hospitals NHS Trust,2023-11-26,CC flu beds,0
North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,REM,Liverpool University Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,R0A,Manchester University NHS Foundation Trust,2023-11-26,CC flu beds,1
North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RM3,Northern Care Alliance NHS Ft,2023-11-26,CC flu beds,0
North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,2023-11-26,CC flu beds,0
North West,RWJ,Stockport NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",2023-11-26,CC flu beds,0
South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
South East,RXQ,Buckinghamshire Healthcare NHS Trust,2023-11-26,CC flu beds,0
South East,RN7,Dartford and Gravesham NHS Trust,2023-11-26,CC flu beds,0
South East,RVV,East Kent Hospitals University NHS Foundation Trust,2023-11-26,CC flu beds,0
South East,RXC,East Sussex Healthcare NHS Trust,2023-11-26,CC flu beds,0
South East,RDU,Frimley Health NHS Foundation Trust,2023-11-26,CC flu beds,0
South East,RN5,Hampshire Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
South East,R1F,Isle of Wight NHS Trust,2023-11-26,CC flu beds,0
South East,RWF,Maidstone and Tunbridge Wells NHS Trust,2023-11-26,CC flu beds,0
South East,RPA,Medway NHS Foundation Trust,2023-11-26,CC flu beds,0
South East,RTH,Oxford University Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
South East,RHU,Portsmouth Hospitals University National Health Service Trust,2023-11-26,CC flu beds,0
South East,RHW,Royal Berkshire NHS Foundation Trust,2023-11-26,CC flu beds,0
South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
South East,RTP,Surrey and Sussex Healthcare NHS Trust,2023-11-26,CC flu beds,0
South East,RHM,University Hospital Southampton NHS Foundation Trust,2023-11-26,CC flu beds,0
South East,RYR,University Hospitals Sussex NHS Foundation Trust,2023-11-26,CC flu beds,0
South West,RBD,Dorset County Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
South West,RN3,Great Western Hospitals NHS Foundation Trust,2023-11-26,CC flu beds,0
South West,RVJ,North Bristol NHS Trust,2023-11-26,CC flu beds,0
South West,REF,Royal Cornwall Hospitals NHS Trust,2023-11-26,CC flu beds,0
South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,2023-11-26,CC flu beds,0
South West,RNZ,Salisbury NHS Foundation Trust,2023-11-26,CC flu beds,0
South West,RH5,Somerset NHS Foundation Trust,2023-11-26,CC flu beds,0
South West,RA9,Torbay and South Devon NHS Foundation Trust,2023-11-26,CC flu beds,0
South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,2023-11-26,CC flu beds,0
South West,R0D,University Hospitals Dorset NHS Foundation Trust,2023-11-26,CC flu beds,0
South West,RK9,University Hospitals Plymouth NHS Trust,2023-11-26,CC flu beds,0
South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,2023-11-26,CC flu beds,0
East of England,RGM,Royal Papworth Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
London,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,2023-11-26,CC flu beds,0
London,RP6,Moorfields Eye Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
London,RAN,Royal National Orthopaedic Hospital NHS Trust,2023-11-26,CC flu beds,0
London,RPY,The Royal Marsden NHS Foundation Trust,2023-11-26,CC flu beds,0
Midlands,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
Midlands,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,REP,Liverpool Women's NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RBV,The Christie NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,RET,The Walton Centre NHS Foundation Trust,2023-11-26,CC flu beds,0
South East,RPC,Queen Victoria Hospital NHS Foundation Trust,2023-11-26,CC flu beds,0
North West,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,2023-11-26,CC flu beds,0
East of England,RC9,Bedfordshire Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
East of England,RGT,Cambridge University Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
East of England,RWH,East and North Hertfordshire NHS Trust,2023-11-27,G&A flu beds,0
East of England,RDE,East Suffolk and North Essex NHS Foundation Trust,2023-11-27,G&A flu beds,0
East of England,RGP,James Paget University Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
East of England,RAJ,Mid and South Essex NHS Foundation Trust,2023-11-27,G&A flu beds,1
East of England,RD8,Milton Keynes University Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,4
East of England,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
East of England,RGN,North West Anglia NHS Foundation Trust,2023-11-27,G&A flu beds,0
East of England,RQW,The Princess Alexandra Hospital NHS Trust,2023-11-27,G&A flu beds,1
East of England,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2023-11-27,G&A flu beds,0
East of England,RWG,West Hertfordshire Teaching Hospitals NHS Trust,2023-11-27,G&A flu beds,0
East of England,RGR,West Suffolk NHS Foundation Trust,2023-11-27,G&A flu beds,1
London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",2023-11-27,G&A flu beds,4
London,R1H,Barts Health NHS Trust,2023-11-27,G&A flu beds,15
London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
London,RJ6,Croydon Health Services NHS Trust,2023-11-27,G&A flu beds,3
London,RVR,Epsom and St Helier University Hospitals NHS Trust,2023-11-27,G&A flu beds,2
London,RJ1,Guy's and St Thomas' NHS Foundation Trust,2023-11-27,G&A flu beds,0
London,RQX,Homerton Healthcare NHS Foundation Trust,2023-11-27,G&A flu beds,4
London,RYJ,Imperial College Healthcare NHS Trust,2023-11-27,G&A flu beds,4
London,RJZ,King's College Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
London,RAX,Kingston Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
London,RJ2,Lewisham and Greenwich NHS Trust,2023-11-27,G&A flu beds,5
London,R1K,London North West University Healthcare NHS Trust,2023-11-27,G&A flu beds,0
London,RAP,North Middlesex University Hospital NHS Trust,2023-11-27,G&A flu beds,0
London,RAL,Royal Free London NHS Foundation Trust,2023-11-27,G&A flu beds,4
London,RJ7,St George's University Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,16
London,RAS,The Hillingdon Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,8
London,RRV,University College London Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
London,RKE,Whittington Health NHS Trust,2023-11-27,G&A flu beds,0
Midlands,RQ3,Birmingham Women's and Children's NHS Foundation Trust,2023-11-27,G&A flu beds,0
Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
Midlands,RLT,George Eliot Hospital NHS Trust,2023-11-27,G&A flu beds,0
Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
Midlands,RNS,Northampton General Hospital NHS Trust,2023-11-27,G&A flu beds,0
Midlands,RX1,Nottingham University Hospitals NHS Trust,2023-11-27,G&A flu beds,7
Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,2023-11-27,G&A flu beds,3
Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,1
Midlands,RJC,South Warwickshire NHS Foundation Trust,2023-11-27,G&A flu beds,0
Midlands,RNA,The Dudley Group NHS Foundation Trust,2023-11-27,G&A flu beds,0
Midlands,RL4,The Royal Wolverhampton NHS Trust,2023-11-27,G&A flu beds,1
Midlands,RXW,The Shrewsbury and Telford Hospital NHS Trust,2023-11-27,G&A flu beds,0
Midlands,RWD,United Lincolnshire Hospitals NHS Trust,2023-11-27,G&A flu beds,0
Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,2023-11-27,G&A flu beds,41
Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,2023-11-27,G&A flu beds,1
Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,2023-11-27,G&A flu beds,0
Midlands,RWE,University Hospitals of Leicester NHS Trust,2023-11-27,G&A flu beds,11
Midlands,RJE,University Hospitals of North Midlands NHS Trust,2023-11-27,G&A flu beds,2
Midlands,RBK,Walsall Healthcare NHS Trust,2023-11-27,G&A flu beds,0
Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,2023-11-27,G&A flu beds,0
Midlands,RLQ,Wye Valley NHS Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RCF,Airedale NHS Foundation Trust,2023-11-27,G&A flu beds,2
North East and Yorkshire,RFF,Barnsley Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RAE,Bradford Teaching Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RWY,Calderdale and Huddersfield NHS Foundation Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RXP,County Durham and Darlington NHS Foundation Trust,2023-11-27,G&A flu beds,2
North East and Yorkshire,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RR7,Gateshead Health NHS Foundation Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RCD,Harrogate and District NHS Foundation Trust,2023-11-27,G&A flu beds,1
North East and Yorkshire,RWA,Hull University Teaching Hospitals NHS Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,2023-11-27,G&A flu beds,1
North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RNN,North Cumbria Integrated Care NHS Foundation Trust,2023-11-27,G&A flu beds,1
North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,2023-11-27,G&A flu beds,3
North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RCU,Sheffield Children's NHS Foundation Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,6
North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,R0B,South Tyneside and Sunderland NHS Foundation Trust,2023-11-27,G&A flu beds,2
North East and Yorkshire,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,1
North East and Yorkshire,RFR,The Rotherham NHS Foundation Trust,2023-11-27,G&A flu beds,0
North East and Yorkshire,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,2
North West,RBS,Alder Hey Children's NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,RMC,Bolton NHS Foundation Trust,2023-11-27,G&A flu beds,3
North West,RJR,Countess of Chester Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,RJN,East Cheshire NHS Trust,2023-11-27,G&A flu beds,0
North West,RXR,East Lancashire Hospitals NHS Trust,2023-11-27,G&A flu beds,0
North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,1
North West,REM,Liverpool University Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,R0A,Manchester University NHS Foundation Trust,2023-11-27,G&A flu beds,6
North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,RM3,Northern Care Alliance NHS Ft,2023-11-27,G&A flu beds,0
North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,2023-11-27,G&A flu beds,0
North West,RWJ,Stockport NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,3
North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,1
North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",2023-11-27,G&A flu beds,0
South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
South East,RXQ,Buckinghamshire Healthcare NHS Trust,2023-11-27,G&A flu beds,0
South East,RN7,Dartford and Gravesham NHS Trust,2023-11-27,G&A flu beds,0
South East,RVV,East Kent Hospitals University NHS Foundation Trust,2023-11-27,G&A flu beds,0
South East,RXC,East Sussex Healthcare NHS Trust,2023-11-27,G&A flu beds,0
South East,RDU,Frimley Health NHS Foundation Trust,2023-11-27,G&A flu beds,3
South East,RN5,Hampshire Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,2
South East,R1F,Isle of Wight NHS Trust,2023-11-27,G&A flu beds,0
South East,RWF,Maidstone and Tunbridge Wells NHS Trust,2023-11-27,G&A flu beds,0
South East,RPA,Medway NHS Foundation Trust,2023-11-27,G&A flu beds,0
South East,RTH,Oxford University Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
South East,RHU,Portsmouth Hospitals University National Health Service Trust,2023-11-27,G&A flu beds,2
South East,RHW,Royal Berkshire NHS Foundation Trust,2023-11-27,G&A flu beds,3
South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,5
South East,RTP,Surrey and Sussex Healthcare NHS Trust,2023-11-27,G&A flu beds,0
South East,RHM,University Hospital Southampton NHS Foundation Trust,2023-11-27,G&A flu beds,0
South East,RYR,University Hospitals Sussex NHS Foundation Trust,2023-11-27,G&A flu beds,0
South West,RBD,Dorset County Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
South West,RN3,Great Western Hospitals NHS Foundation Trust,2023-11-27,G&A flu beds,0
South West,RVJ,North Bristol NHS Trust,2023-11-27,G&A flu beds,2
South West,REF,Royal Cornwall Hospitals NHS Trust,2023-11-27,G&A flu beds,1
South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,2023-11-27,G&A flu beds,0
South West,RNZ,Salisbury NHS Foundation Trust,2023-11-27,G&A flu beds,0
South West,RH5,Somerset NHS Foundation Trust,2023-11-27,G&A flu beds,0
South West,RA9,Torbay and South Devon NHS Foundation Trust,2023-11-27,G&A flu beds,0
South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,2023-11-27,G&A flu beds,0
South West,R0D,University Hospitals Dorset NHS Foundation Trust,2023-11-27,G&A flu beds,0
South West,RK9,University Hospitals Plymouth NHS Trust,2023-11-27,G&A flu beds,0
South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,2023-11-27,G&A flu beds,3
East of England,RGM,Royal Papworth Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
London,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,2023-11-27,G&A flu beds,0
London,RP6,Moorfields Eye Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
London,RAN,Royal National Orthopaedic Hospital NHS Trust,2023-11-27,G&A flu beds,0
London,RPY,The Royal Marsden NHS Foundation Trust,2023-11-27,G&A flu beds,0
Midlands,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
Midlands,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,REP,Liverpool Women's NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,RBV,The Christie NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,RET,The Walton Centre NHS Foundation Trust,2023-11-27,G&A flu beds,0
South East,RPC,Queen Victoria Hospital NHS Foundation Trust,2023-11-27,G&A flu beds,0
North West,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,2023-11-27,G&A flu beds,0
East of England,RC9,Bedfordshire Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
East of England,RGT,Cambridge University Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
East of England,RWH,East and North Hertfordshire NHS Trust,2023-11-27,CC flu beds,0
East of England,RDE,East Suffolk and North Essex NHS Foundation Trust,2023-11-27,CC flu beds,0
East of England,RGP,James Paget University Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
East of England,RAJ,Mid and South Essex NHS Foundation Trust,2023-11-27,CC flu beds,0
East of England,RD8,Milton Keynes University Hospital NHS Foundation Trust,2023-11-27,CC flu beds,0
East of England,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
East of England,RGN,North West Anglia NHS Foundation Trust,2023-11-27,CC flu beds,0
East of England,RQW,The Princess Alexandra Hospital NHS Trust,2023-11-27,CC flu beds,0
East of England,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2023-11-27,CC flu beds,0
East of England,RWG,West Hertfordshire Teaching Hospitals NHS Trust,2023-11-27,CC flu beds,0
East of England,RGR,West Suffolk NHS Foundation Trust,2023-11-27,CC flu beds,0
London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",2023-11-27,CC flu beds,0
London,R1H,Barts Health NHS Trust,2023-11-27,CC flu beds,0
London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2023-11-27,CC flu beds,0
London,RJ6,Croydon Health Services NHS Trust,2023-11-27,CC flu beds,0
London,RVR,Epsom and St Helier University Hospitals NHS Trust,2023-11-27,CC flu beds,1
London,RJ1,Guy's and St Thomas' NHS Foundation Trust,2023-11-27,CC flu beds,0
London,RQX,Homerton Healthcare NHS Foundation Trust,2023-11-27,CC flu beds,0
London,RYJ,Imperial College Healthcare NHS Trust,2023-11-27,CC flu beds,0
London,RJZ,King's College Hospital NHS Foundation Trust,2023-11-27,CC flu beds,0
London,RAX,Kingston Hospital NHS Foundation Trust,2023-11-27,CC flu beds,0
London,RJ2,Lewisham and Greenwich NHS Trust,2023-11-27,CC flu beds,0
London,R1K,London North West University Healthcare NHS Trust,2023-11-27,CC flu beds,0
London,RAP,North Middlesex University Hospital NHS Trust,2023-11-27,CC flu beds,0
London,RAL,Royal Free London NHS Foundation Trust,2023-11-27,CC flu beds,0
London,RJ7,St George's University Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
London,RAS,The Hillingdon Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
London,RRV,University College London Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
London,RKE,Whittington Health NHS Trust,2023-11-27,CC flu beds,0
Midlands,RQ3,Birmingham Women's and Children's NHS Foundation Trust,2023-11-27,CC flu beds,0
Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,2023-11-27,CC flu beds,0
Midlands,RLT,George Eliot Hospital NHS Trust,2023-11-27,CC flu beds,0
Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,2023-11-27,CC flu beds,0
Midlands,RNS,Northampton General Hospital NHS Trust,2023-11-27,CC flu beds,0
Midlands,RX1,Nottingham University Hospitals NHS Trust,2023-11-27,CC flu beds,0
Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,2023-11-27,CC flu beds,0
Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
Midlands,RJC,South Warwickshire NHS Foundation Trust,2023-11-27,CC flu beds,0
Midlands,RNA,The Dudley Group NHS Foundation Trust,2023-11-27,CC flu beds,0
Midlands,RL4,The Royal Wolverhampton NHS Trust,2023-11-27,CC flu beds,0
Midlands,RXW,The Shrewsbury and Telford Hospital NHS Trust,2023-11-27,CC flu beds,0
Midlands,RWD,United Lincolnshire Hospitals NHS Trust,2023-11-27,CC flu beds,0
Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,2023-11-27,CC flu beds,3
Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,2023-11-27,CC flu beds,0
Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,2023-11-27,CC flu beds,0
Midlands,RWE,University Hospitals of Leicester NHS Trust,2023-11-27,CC flu beds,2
Midlands,RJE,University Hospitals of North Midlands NHS Trust,2023-11-27,CC flu beds,1
Midlands,RBK,Walsall Healthcare NHS Trust,2023-11-27,CC flu beds,0
Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,2023-11-27,CC flu beds,0
Midlands,RLQ,Wye Valley NHS Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RCF,Airedale NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RFF,Barnsley Hospital NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RAE,Bradford Teaching Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RWY,Calderdale and Huddersfield NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RXP,County Durham and Darlington NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RR7,Gateshead Health NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RCD,Harrogate and District NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RWA,Hull University Teaching Hospitals NHS Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RNN,North Cumbria Integrated Care NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RCU,Sheffield Children's NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,1
North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,R0B,South Tyneside and Sunderland NHS Foundation Trust,2023-11-27,CC flu beds,0
North East and Yorkshire,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2023-11-27,CC flu beds,0
